,date,location,people_vaccinated_per_hundred
13673,2021-02-28,Washington,14.9
13674,2021-03-01,Washington,15.32
13675,2021-03-02,Washington,15.58
13676,2021-03-03,Washington,15.9
13677,2021-03-04,Washington,16.33
13678,2021-03-05,Washington,16.76
13679,2021-03-06,Washington,17.35
13680,2021-03-07,Washington,17.95
13681,2021-03-08,Washington,18.53
13682,2021-03-09,Washington,18.87
13683,2021-03-10,Washington,19.3
13684,2021-03-11,Washington,19.9
13685,2021-03-12,Washington,20.43
13686,2021-03-13,Washington,20.98
13687,2021-03-14,Washington,21.51
13688,2021-03-15,Washington,22.14
13689,2021-03-16,Washington,22.52
13690,2021-03-17,Washington,22.88
13691,2021-03-18,Washington,23.33
13692,2021-03-19,Washington,23.85
13693,2021-03-20,Washington,24.41
13694,2021-03-21,Washington,25.15
13695,2021-03-22,Washington,25.85
13696,2021-03-23,Washington,26.04
13697,2021-03-24,Washington,26.38
13698,2021-03-25,Washington,26.88
13699,2021-03-26,Washington,27.54
13700,2021-03-27,Washington,28.14
13701,2021-03-28,Washington,28.74
13702,2021-03-29,Washington,29.32
13703,2021-03-30,Washington,29.55
13704,2021-03-31,Washington,29.85
13705,2021-04-01,Washington,30.33
13706,2021-04-02,Washington,30.97
13707,2021-04-03,Washington,31.64
13708,2021-04-04,Washington,32.37
13709,2021-04-05,Washington,32.96
13710,2021-04-06,Washington,33.16
13711,2021-04-07,Washington,33.61
13712,2021-04-08,Washington,34.23
13713,2021-04-09,Washington,35.02
13714,2021-04-10,Washington,35.72
13715,2021-04-11,Washington,36.46
13716,2021-04-12,Washington,37.17
13717,2021-04-13,Washington,37.58
13718,2021-04-14,Washington,38.07
13719,2021-04-15,Washington,38.59
13720,2021-04-16,Washington,39.09
13721,2021-04-17,Washington,39.7
13722,2021-04-18,Washington,40.32
13723,2021-04-19,Washington,40.86
13724,2021-04-20,Washington,41.19
13725,2021-04-21,Washington,41.68
13726,2021-04-22,Washington,42.21
13727,2021-04-23,Washington,42.86
13728,2021-04-24,Washington,43.41
13729,2021-04-25,Washington,43.97
13730,2021-04-26,Washington,44.59
13731,2021-04-27,Washington,44.88
13732,2021-04-28,Washington,45.27
13733,2021-04-29,Washington,45.8
13734,2021-04-30,Washington,46.28
13735,2021-05-01,Washington,46.82
13736,2021-05-02,Washington,47.31
13737,2021-05-03,Washington,47.66
13738,2021-05-04,Washington,47.77
13739,2021-05-05,Washington,48.02
13740,2021-05-06,Washington,48.37
13741,2021-05-07,Washington,48.74
13742,2021-05-08,Washington,49.15
13743,2021-05-09,Washington,49.54
13744,2021-05-10,Washington,49.98
13745,2021-05-11,Washington,50.3
13746,2021-05-12,Washington,50.47
13747,2021-05-13,Washington,50.75
13748,2021-05-14,Washington,51.03
13749,2021-05-15,Washington,51.4
13750,2021-05-16,Washington,51.87
13751,2021-05-17,Washington,52.16
13752,2021-05-18,Washington,52.38
13753,2021-05-19,Washington,52.66
13754,2021-05-20,Washington,53.06
13755,2021-05-21,Washington,53.48
13756,2021-05-22,Washington,54.07
13757,2021-05-23,Washington,54.48
13758,2021-05-24,Washington,54.84
13759,2021-05-25,Washington,55.05
13760,2021-05-26,Washington,55.3
13761,2021-05-27,Washington,55.61
13762,2021-05-28,Washington,55.68
13763,2021-05-29,Washington,56.26
13764,2021-05-30,Washington,56.52
13765,2021-05-31,Washington,56.52
13766,2021-06-01,Washington,56.76
13767,2021-06-02,Washington,56.93
13768,2021-06-03,Washington,57.14
13769,2021-06-04,Washington,57.33
13770,2021-06-05,Washington,57.34
13771,2021-06-06,Washington,57.77
13772,2021-06-07,Washington,58.0
13773,2021-06-08,Washington,58.12
13774,2021-06-09,Washington,58.13
13775,2021-06-10,Washington,58.27
13776,2021-06-11,Washington,58.42
13777,2021-06-12,Washington,58.65
13778,2021-06-13,Washington,58.84
13779,2021-06-14,Washington,59.06
13780,2021-06-15,Washington,59.24
13781,2021-06-16,Washington,59.24
13782,2021-06-17,Washington,59.59
13783,2021-06-18,Washington,59.74
13784,2021-06-19,Washington,59.91
13785,2021-06-20,Washington,60.04
13786,2021-06-21,Washington,60.17
13787,2021-06-22,Washington,60.17
13788,2021-06-23,Washington,60.32
13789,2021-06-24,Washington,60.45
13790,2021-06-25,Washington,60.58
13791,2021-06-26,Washington,60.72
13792,2021-06-27,Washington,60.85
13793,2021-06-28,Washington,61.01
13794,2021-06-29,Washington,61.12
13795,2021-06-30,Washington,61.25
13796,2021-07-01,Washington,61.39
13797,2021-07-02,Washington,61.5
13798,2021-07-03,Washington,61.62
13799,2021-07-04,Washington,61.78
13800,2021-07-05,Washington,61.78
13801,2021-07-06,Washington,61.84
13802,2021-07-07,Washington,61.97
13803,2021-07-08,Washington,62.08
13804,2021-07-09,Washington,62.18
13805,2021-07-10,Washington,62.27
13806,2021-07-11,Washington,62.37
13807,2021-07-12,Washington,62.45
13808,2021-07-13,Washington,62.5
13809,2021-07-14,Washington,62.56
13810,2021-07-15,Washington,62.66
13811,2021-07-16,Washington,62.74
13812,2021-07-17,Washington,62.82
13813,2021-07-18,Washington,62.9
13814,2021-07-19,Washington,62.97
13815,2021-07-20,Washington,62.96
13816,2021-07-21,Washington,63.03
13817,2021-07-22,Washington,63.13
13818,2021-07-23,Washington,63.23
13819,2021-07-24,Washington,63.33
13820,2021-07-25,Washington,63.43
13821,2021-07-26,Washington,63.51
13822,2021-07-27,Washington,63.56
13823,2021-07-28,Washington,63.63
13824,2021-07-29,Washington,63.73
13825,2021-07-30,Washington,63.87
13826,2021-07-31,Washington,63.98
13827,2021-08-01,Washington,64.1
13828,2021-08-02,Washington,64.19
13829,2021-08-03,Washington,64.25
13830,2021-08-04,Washington,64.34
13831,2021-08-05,Washington,64.47
13832,2021-08-06,Washington,64.61
13833,2021-08-07,Washington,64.74
13834,2021-08-08,Washington,64.87
13835,2021-08-09,Washington,64.98
13836,2021-08-10,Washington,65.05
13837,2021-08-11,Washington,65.07
13838,2021-08-12,Washington,65.27
13839,2021-08-13,Washington,65.43
13840,2021-08-14,Washington,65.56
13841,2021-08-15,Washington,65.72
13842,2021-08-16,Washington,65.83
13843,2021-08-17,Washington,65.9
13844,2021-08-18,Washington,66.01
13845,2021-08-19,Washington,66.15
13846,2021-08-20,Washington,66.3
13847,2021-08-21,Washington,66.45
13848,2021-08-22,Washington,66.62
